Date;Afghanistan;Albania;Algeria;Andorra;Argentina;Armenia;Australia;Austria;Azerbaijan;Bahrain;Belarus;Belgium;Bosnia and Herzegovina;Brazil;Brunei;Bulgaria;Burkina Faso;Cambodia;Cameroon;Canada;Chile;China;Colombia;Costa Rica;Croatia;Cyprus;Czechia;Denmark;Diamond Princess;Dominican Republic;Ecuador;Egypt;Estonia;Finland;France;Georgia;Germany;Greece;Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Israel;Italy;Japan;Jordan;Kazakhstan;Korea, South;Kuwait;Latvia;Lebanon;Lithuania;Luxembourg;Malaysia;Malta;Mexico;Moldova;Morocco;Netherlands;New Zealand;North Macedonia;Norway;Oman;Pakistan;Panama;Peru;Philippines;Poland;Portugal;Qatar;Romania;Russia;San Marino;Saudi Arabia;Senegal;Serbia;Singapore;Slovakia;Slovenia;South Africa;Spain;Sri Lanka;Sweden;Switzerland;Thailand;Trinidad and Tobago;Tunisia;Turkey;US;Ukraine;United Arab Emirates;United Kingdom;Uruguay;Uzbekistan;Venezuela;Vietnam;West Bank and Gaza;Afghanistan_SIR;Albania_SIR;Algeria_SIR;Andorra_SIR;Argentina_SIR;Armenia_SIR;Australia_SIR;Austria_SIR;Azerbaijan_SIR;Bahrain_SIR;Belarus_SIR;Belgium_SIR;Bosnia and Herzegovina_SIR;Brazil_SIR;Brunei_SIR;Bulgaria_SIR;Burkina Faso_SIR;Cambodia_SIR;Cameroon_SIR;Canada_SIR;Chile_SIR;China_SIR;Colombia_SIR;Costa Rica_SIR;Croatia_SIR;Cyprus_SIR;Czechia_SIR;Denmark_SIR;Diamond Princess_SIR;Dominican Republic_SIR;Ecuador_SIR;Egypt_SIR;Estonia_SIR;Finland_SIR;France_SIR;Georgia_SIR;Germany_SIR;Greece_SIR;Hungary_SIR;Iceland_SIR;India_SIR;Indonesia_SIR;Iran_SIR;Iraq_SIR;Ireland_SIR;Israel_SIR;Italy_SIR;Japan_SIR;Jordan_SIR;Kazakhstan_SIR;Korea, South_SIR;Kuwait_SIR;Latvia_SIR;Lebanon_SIR;Lithuania_SIR;Luxembourg_SIR;Malaysia_SIR;Malta_SIR;Mexico_SIR;Moldova_SIR;Morocco_SIR;Netherlands_SIR;New Zealand_SIR;North Macedonia_SIR;Norway_SIR;Oman_SIR;Pakistan_SIR;Panama_SIR;Peru_SIR;Philippines_SIR;Poland_SIR;Portugal_SIR;Qatar_SIR;Romania_SIR;Russia_SIR;San Marino_SIR;Saudi Arabia_SIR;Senegal_SIR;Serbia_SIR;Singapore_SIR;Slovakia_SIR;Slovenia_SIR;South Africa_SIR;Spain_SIR;Sri Lanka_SIR;Sweden_SIR;Switzerland_SIR;Thailand_SIR;Trinidad and Tobago_SIR;Tunisia_SIR;Turkey_SIR;US_SIR;Ukraine_SIR;United Arab Emirates_SIR;United Kingdom_SIR;Uruguay_SIR;Uzbekistan_SIR;Venezuela_SIR;Vietnam_SIR;West Bank and Gaza_SIR
2020-06-23;29481;2047;12076;855;47203;21006;7521;17408;13715;23062;59487;60810;3588;1145906;141;4114;907;130;12270;103767;250767;84653;73572;2368;2366;990;10650;12761;712;27936;51643;58141;1982;7155;198526;911;192480;3302;4107;1815;456183;47896;209970;34502;25391;21512;238833;17879;1047;18765;12535;41033;1111;1622;1803;4133;8590;665;191410;14714;10344;49930;1516;5311;8772;32394;188926;27314;260810;31825;32527;39737;89579;24505;598878;698;164144;6034;13092;42432;1589;1534;106108;246752;1991;61030;31332;3156;123;1159;190165;2347491;38901;45683;281038;885;6662;4187;349;1169;10649.165102445726;1858.9836202592428;9050.935504726665;822.7737393952692;23247.92861228877;3432.350008405264;9182.249926830074;17311.66287926485;8059.4355732385975;15380.602606731229;22241.80133629293;52005.93877472267;3580.659597012911;392424.81491473963;155.55063859387002;4226.373697022799;478.97159091248324;163.87802825890665;5286.410929312002;70378.40380210277;110113.47802281845;85707.11287044505;28014.057488111474;3205.8410791304746;2302.8601298512044;897.0095290040331;9022.98615847145;11861.922618998964;712.0005165340485;10454.24577084689;33717.35279385503;32927.487274915904;1022.1631941356195;6927.668730057285;162930.84807831177;695.8393043750194;47988.937379159586;3033.535320506247;2584.492988074726;1978.2124821703055;142220.44747807435;27474.610846888147;192991.61816961327;21728.204619762124;22483.5331405582;21443.413713532533;252483.10417563788;15759.315496218363;757.9640899515776;15135.566519631237;13357.563580222273;19627.840943953914;1083.9011104644342;2683.8852016645255;1559.5345638496087;3644.8104546983495;8262.472274208129;512.8727724902157;67972.87729000565;6770.31721283664;5694.251065899398;43171.952664905395;1514.866890663501;2638.2295784315475;9093.894692939602;15521.863130731359;98047.23236816285;11620.775574210771;72418.74611169622;29735.023619693915;19483.181535234853;32949.73053539086;53542.56003196205;15571.730137414288;150064.69975181305;739.9440559894902;77840.26435562562;3510.415965523415;8293.376125407112;27206.8777808921;1390.463603188496;1583.7006331108973;72215.78906708585;236627.66812408538;1017.0560829351208;48791.04348257445;32414.521325432488;3390.09866302915;347.71869692577604;873.7470541013317;101001.47995859252;1645113.230400889;11083.198368970036;20088.331378669867;84181.87092501367;869.973496747139;4552.720835846425;4075.567191120899;394.1431706785255;2502.9434774683828
2020-06-24;29640;2114;12248;855;49851;21717;7558;17449;14305;23570;59945;60898;3676;1188631;141;4242;919;130;12592;104087;254416;84673;77113;2515;2388;991;10777;12815;712;28631;51643;59561;1983;7167;198607;914;192871;3310;4114;1817;473105;49009;212501;36702;25396;22044;239410;17963;1071;19285;12563;41879;1111;1644;1804;4140;8596;665;196847;15078;10907;50012;1519;5445;8788;33536;192970;28030;264689;32295;32821;40104;90778;24826;606043;698;167267;6129;13235;42623;1607;1541;111796;247086;2001;62728;31376;3158;123;1160;191657;2382426;39852;46133;281815;902;6990;4366;352;1328;11237.833015623994;1916.6973769547849;9396.876435023836;833.9402655274295;24162.732492841747;3403.7557897210477;9345.099581881705;17523.37184960985;8448.40230842993;15939.95336636506;23469.61973012481;53096.8653482382;3703.235662141153;415400.2660590609;154.438125149962;4355.739439232977;488.2476088641215;165.05214483137703;5539.918348302753;72671.67591687074;115564.05801237533;85754.2001375003;29233.337367185068;3271.522178574631;2356.4930693598067;912.5227097051956;9205.881889891603;12039.989234608427;712.0005085554328;10675.077513568765;34921.12940703513;34377.63999370815;990.0175147742891;7033.028651397155;166062.74289761033;711.5132943819633;45640.20036307476;3085.5572863495963;2654.116529849753;1990.2174386312806;151363.95492298313;28600.52202910788;196562.46859870345;22598.471187220614;22984.32029526882;22147.150586934527;254371.40279830553;16183.48493196992;772.0893419541569;16007.307626404763;13415.023133443681;20529.295960359508;1098.9775876291967;2753.5015126951985;1589.3840551676485;3698.006829555095;8358.840928566256;522.486078943169;71816.12447994154;7062.915475130104;5932.028564975318;43956.87130906962;1539.8641798717933;2658.3381333245;9167.203425100577;16416.205536712834;102471.61559154642;11793.699011562152;76442.5519279625;31019.742628807442;20121.701620303687;33756.97977774885;55746.2357012455;16140.493488684244;159458.29716716064;744.4876034943978;81706.0373370545;3646.0693606004747;8370.327801012632;28176.212436590973;1417.6961928498895;1602.7120722099435;76452.59342549193;240544.7596571213;1042.5506328601996;50054.673999515384;32736.308813309013;3420.2926140098766;355.0459636944475;895.8446824786408;105118.48994533975;1685270.4136116523;11675.275293851739;21038.96179915931;80204.02193512622;882.6253546226582;4776.100032773057;4252.694678577572;399.45404717517727;2605.583185042442
2020-06-25;30175;2192;12445;855;52457;22488;7595;17477;14852;24081;60382;61007;3796;1228114;141;4408;934;130;12592;104463;259064;84701;80599;2684;2483;992;10870;12836;712;29141;53156;61130;1984;7172;198607;917;193371;3321;4123;1818;490401;50187;215096;39139;25405;22400;239706;18055;1086;19750;12602;42788;1111;1662;1806;4151;8600;668;202951;15453;11338;50122;1520;5595;8788;34902;195745;29037;268602;33069;33119;40415;91838;25286;613148;698;170639;6233;13372;42736;1630;1547;118375;247486;2010;64009;31428;3158;123;1162;193115;2422299;40854;46563;282512;907;7177;4563;352;1382;11853.750541621075;1976.007745063142;9754.229601433868;845.0358835851549;25099.75747849069;3371.563194668958;9510.316117161514;17734.969644938068;8853.48248324784;16514.91310422504;24752.237259729533;54191.934505315454;3829.563298086195;439636.67304334213;153.29147354800824;4488.351305449485;497.68961575730754;166.2344671618037;5803.464995582096;75002.87136312516;121234.75954960237;85801.31226086605;30488.804827431813;3336.570977517627;2411.3100558603055;928.0638298965173;9391.648556364287;12217.632688685251;712.0005002889037;10889.623799869658;36157.85206871426;35877.45806728187;958.27336272498;7137.171223952823;169217.91832504235;727.3854858055079;43385.486750223514;3138.4713732036926;2724.945822475706;2001.8876672086685;161083.34719151555;29768.181357783924;200160.7979465549;23490.52538851823;23483.599506176335;22871.763516094514;256213.0257200235;16617.613012156555;786.4180782280033;16925.01526520012;13472.729837888653;21465.449520196402;1113.943557155132;2824.923506251804;1619.384964300476;3751.755000347845;8454.036197814863;532.2769044852839;75861.85247720468;7366.5724323032055;6179.369680822877;44744.313541407995;1564.5046681199021;2676.032773002695;9239.390829676171;17356.21947230797;107051.81970721605;11957.140343793097;80673.75843546554;32351.182832843544;20776.425026354915;34571.497362563656;58006.6972754392;16727.724720875354;169388.29590020538;748.8655269311105;85732.5082842105;3785.9946909057094;8438.028202084684;29166.039096433007;1445.3392680272932;1621.8267988663122;80920.6892508875;244472.2783558228;1068.5806758122499;51330.6757675532;33055.187300785925;3449.6946716681227;362.52763348364505;918.4466906229771;109356.33592362283;1724951.4977220676;12297.347272896499;22025.884216600432;76347.77609431848;895.3438713449241;5009.72706917348;4437.22249346635;404.8358643166019;2712.2102917399734
2020-06-26;30451;2269;12685;855;55343;23247;7601;17522;15369;24805;60713;61106;3935;1274974;141;4513;941;139;12592;104629;263360;84725;84442;2836;2539;992;11038;12875;712;29764;53856;62755;1986;7191;200195;919;194036;3343;4127;1820;508953;51427;217724;41193;25414;22800;239961;18162;1104;20319;12653;43703;1112;1697;1808;4173;8606;670;208392;15776;11633;50213;1522;5758;8832;36034;198883;29905;272364;34073;33395;40866;92784;25697;619936;698;174577;6354;13565;42955;1643;1558;124590;247905;2014;65212;31486;3162;124;1164;194511;2467554;41975;46973;283151;919;7427;4779;353;1557;12497.543113136966;2036.9460729723671;10123.222835772549;856.0511770452944;26058.271156314386;3335.919401531549;9677.91380584562;17946.358662746086;9275.067597055759;17105.541521934032;26090.537160569118;55290.09793488778;3959.725153925665;465192.91619865317;152.11188771322549;4624.243182998663;507.30003001529695;167.42504959811004;6077.2268397182415;77369.70535455742;127129.15904951406;85848.44925252697;31779.849932298748;3400.8582864731566;2467.3340943679013;943.6211991882357;9580.293703163583;12394.712050126931;712.0004917344647;11097.110497092377;37427.62999837342;37427.25533666687;926.9768616554395;7239.955308525879;172394.74136591214;743.4499707769183;41223.264436676676;3192.2928798959388;2796.9595981542248;2013.2144898274257;171413.29779331476;30978.75580908388;203785.0178808429;24403.68805885285;23980.534954893912;23617.718800586274;258006.37865824255;17061.849702654967;800.9507530661974;17890.59690916638;13530.684756464832;22436.976001104456;1128.7845718518356;2898.1980136783154;1649.5165475106387;3806.053335496639;8547.966880392218;542.2484255767597;80118.96717216275;7681.560152772042;6436.627457951457;45533.70356284773;1588.7460519905508;2691.249163176326;9310.408638932913;18343.520224204127;111788.9533919593;12110.489028082195;85121.17064229374;33730.22082004485;21447.419700643797;35392.568200851245;60322.2545248114;17333.844781790263;179878.48480748208;753.0739424427613;89923.0024620691;3930.2444482693045;8496.17341388367;30175.62199745652;1473.3936641173093;1641.0416102958325;85630.5729658871;248407.79300772972;1095.1518299919521;52617.838783968844;33370.945001682856;3478.270818705271;370.1669598748508;941.5616843478662;113714.2460721852;1764045.784673297;12950.751448961364;23049.586389068754;72616.92084199244;908.1249581470917;5253.998784618662;4629.433002420851;410.28955279755115;2822.9608164621336
2020-06-27;30616;2330;12968;855;57744;23909;7686;17580;15890;25267;61095;61209;3935;1313667;141;4625;941;141;12592;104878;267766;84743;88591;2979;2624;994;11298;12875;712;30619;54574;63923;1986;7198;200195;921;194458;3366;4138;1820;528859;52812;220180;43262;25437;23421;240136;18254;1111;20319;12715;44391;1115;1719;1813;4217;8616;670;212802;16080;11877;50282;1526;5906;8846;36953;202955;30658;275989;34803;33714;41189;93663;26022;626779;698;178504;6459;13792;43246;1657;1572;131800;248469;2033;65972;31555;3162;126;1168;195883;2510259;42932;47360;283785;924;7682;5130;355;1815;13169.768588316434;2099.5434291383353;10504.075604987675;866.9766055431429;27037.402658591353;3296.984046740328;9847.906154025735;18157.439192051414;9713.528396503112;17711.86475730341;27485.211768922785;56390.26085553347;4093.8032773381697;492129.34291348804;150.90059041669056;4763.445850944817;517.081282675868;168.62394680447173;6361.3577765978935;79769.64118552381;133250.27669528307;85895.61112447224;33105.66175185093;3464.2520947870876;2524.5884903557558;959.1827169943379;9771.822970247264;12571.083157322866;712.0004828921199;11296.766150984891;38730.501171327014;39027.19420355092;896.1696011249111;7341.238268503891;175591.49226110463;759.7003133195059;39151.75882966061;3247.037367568967;2870.133405647101;2024.1894350621085;182390.35305428438;32233.4108996466;207433.45475323056;25337.144539347166;24474.263283119144;24385.48230904534;259749.89558322026;17516.342170738826;815.6877043682484;18905.974896835593;13588.888956652801;23444.493454156676;1143.4859715295875;2973.3730824235113;1679.7571049775615;3860.899914674852;8640.541314142543;552.4038716538762;84596.55308231153;8008.143385500299;6704.165256242772;46324.44305041151;1612.5456210001084;2703.931976644933;9380.208807672065;19379.689510059376;116683.64064231221;12253.16284736841;89793.74419071789;35157.66699649186;22134.725455703876;36219.43041495314;62690.87638890376;17959.26981692953;190952.7797136345;757.1091183460004;94280.53013827234;4078.8641799481097;8544.501633686912;31204.11260277288;1501.8599497896748;1660.3531797660237;90592.95046823956;252348.7853637179;1122.2694413349554;53914.86885882412;33683.368376607796;3505.987552672346;377.9672650056461;965.1982569358772;118190.97641334176;1802440.1706606122;13636.8638783394;24110.460961154997;69014.18042338877;920.964362985994;5509.319690050226;4829.616919487442;415.8160550643306;2937.973769765546
2020-06-28;30967;2402;13273;855;59933;24645;7764;17654;16424;25705;61475;61295;3935;1344143;141;4691;959;141;12592;105193;271982;84757;91769;3130;2691;994;11603;12875;712;31373;55255;65188;1987;7198;199476;924;194693;3376;4142;1821;548318;54010;222669;45402;25439;23755;240310;18366;1121;21327;12757;44942;1116;1740;1815;4242;8634;670;216852;16250;12052;50355;1528;6080;8855;38150;206512;31686;279419;35455;33907;41646;94413;26313;633563;698;182493;6586;14046;43459;1664;1581;138134;248770;2037;66392;31617;3162;126;1169;197239;2549864;43856;47797;284192;929;7948;5297;355;1990;13870.904854688195;2163.830549930879;10896.99763050229;877.8025188470701;28036.135611071546;3254.9279501309456;10020.305860138244;18368.10947291105;10169.210765574015;18333.872645499225;28936.733682072394;57491.2830330875;4231.8788987488415;520507.6298438648;149.65882077641376;4905.986686732578;527.0358150378815;169.83121375484632;6655.986492572522;82199.88366261683;139600.49692515933;85942.79788869551;34465.21412537849;3526.61805641892;2583.0968415646666;974.735883131295;9966.239998318906;12746.598767627627;712.0004737618725;11487.827503826335;40066.4269825468;40677.27073610242;865.8887615597203;7440.876325470263;178806.36388292574;776.1295362377068;37168.98854402183;3302.720664163911;2944.4395119733563;2034.8042498638388;194053.00497061666;33533.30676365166;211104.349302427;26289.937108780705;24963.89571832619;25175.518532778828;261442.04124593202;17981.23437314687;830.6291478701216;19973.077189213374;13647.34351052617;24488.554904886438;1158.0329078581992;3050.498004492446;1710.0839878699;3916.2925202767847;8731.667542652487;562.7465257453122;89303.84829214116;8346.577875804602;6982.35678787562;47115.91162943616;1635.8603876133225;2714.0352948557174;9448.743596029992;20466.26108100567;121735.96730228885;12384.612799081227;94700.5575854995;36634.25572938022;22838.351975123172;37051.275716283846;65110.17529079845;18604.40971995251;202635.07561038018;760.9674801074093;98807.73372896013;4231.891686309994;8582.79568108063;32250.544960584826;1530.7384145498609;1679.7580585848386;95818.70403187563;256292.65634618;1149.9385623308224;55220.38826068457;33992.24242380872;3532.8119680913246;385.9319412106548;989.3649749239719;122784.77648566809;1840019.722334131;14357.098234828865;25208.793740420457;65541.31266594387;933.857670318941;5776.101195841454;5038.07326366841;421.4163254512718;3057.3910873853865
2020-06-29;31238;2466;13571;855;62268;25127;7834;17723;16968;26239;61790;61361;4325;1368195;141;4831;959;141;12592;105830;275999;84780;95043;3269;2725;996;11805;12951;712;31816;55665;66754;1987;7209;201522;926;195042;3390;4145;1822;566840;55092;225205;47151;25462;24441;240436;18476;1128;21819;12800;45524;1117;1745;1816;4256;8637;670;220657;16357;12290;50433;1528;6209;8862;39060;209337;32785;282365;36438;34154;41912;95106;26582;640246;698;186436;6698;14288;43661;1665;1585;144264;248970;2039;67119;31652;3169;126;1172;198613;2590668;44538;48246;284812;932;8222;5530;355;2185;14601.336979720352;2229.8377618211966;11302.18738070051;888.5191749227284;29053.301230481677;3209.9315096404725;10195.124773373605;18578.26577994431;10642.431363918287;18971.51617827789;30445.327036221577;58591.980016551846;4374.032184860451;550390.6152806067;148.3878318108997;5051.889387196274;537.1660781506798;171.04690574278973;6961.212988698889;84657.37567104124;146181.49069461186;85990.00955719494;35857.25109786389;3587.819954736982;2642.8830335947546;990.267804479637;10163.546351262996;12921.108689560475;712.0004643437267;11669.545294671716;41435.28620233051;42377.297546300135;836.1672594029205;7538.724928101197;182037.4616711654;792.7301121280774;35272.800890870254;3359.358869033885;3019.8467254821617;2045.0509135571697;206441.76210179192;34879.594192352;214795.8561831346;27260.958206436506;25448.52077358893;25988.289536358447;263081.314516845;18456.666526024797;845.7751718454066;21093.826749487744;13706.049494771756;25569.639270588632;1172.4103698162874;3129.623349859972;1740.4736081848216;3972.2286301268505;8821.253486035994;573.2797253410178;94250.21478782438;8697.108535989004;7271.586101563604;47907.467326007565;1658.6472291252483;2721.5229914647757;9515.96562993629;21604.704779952517;126945.42956248178;12504.32727493938;99850.78149261848;38160.6353015192;23558.276421698167;37887.249295356996;67577.39143311276;19269.666553778723;214949.07573903364;764.6456177209421;103506.83354908356;4389.356225484203;8610.885114250186;33313.83194594434;1560.0290588878352;1699.2526750773714;101318.85304840282;260236.7257762137;1178.1639267035985;56532.93529781755;34297.35093035529;3558.7118407604294;394.06445222029055;1014.0703643270472;127493.35239549435;1876668.2791171698;15112.904137818728;26344.75065537715;62199.19919881368;946.8003011214604;6054.760836827631;5255.109407143764;427.0913303185395;3181.3575304989076
2020-06-30;31517;2535;13907;855;64530;25542;7920;17766;17524;26758;62118;61427;4453;1402041;141;4989;962;141;12592;106097;279393;84785;97846;3459;2777;998;11954;12968;712;32568;56432;68311;1989;7214;202063;928;195418;3409;4155;1824;585481;56385;227662;49109;25473;25244;240578;18615;1132;22308;12850;46195;1118;1778;1817;4299;8639;670;226089;16613;12533;50483;1528;6334;8879;40070;213470;33550;285213;37514;34393;42141;96088;26970;646929;698;190823;6793;14564;43907;1667;1600;151209;249271;2047;67924;31714;3171;130;1174;199906;2636414;45254;48667;285216;936;8503;5832;355;2428;15361.34267393726;2297.594889412018;11719.830485137865;899.1167555387482;30087.572789703398;3162.183146309176;10372.37385219548;18787.80248366996;11133.472931005874;19624.70477648288;32010.93568347162;59691.124553595284;4520.341977131095;581842.1004695811;147.08888800154398;5201.173663704206;547.4745328923682;172.27107838510335;7277.10499574128;87138.7924536202;152994.13162004467;86037.24614197313;37280.27399007203;3647.720196312633;2703.971232693418;1005.765209407434;10363.741424140488;13094.46000233045;712.0004546376858;11841.189914967626;42836.86878949442;44126.887015770706;807.0339118191027;7634.639119655193;185282.80371216012;809.493947850094;33460.90163343931;3416.968358085698;3096.3202834686185;2054.9216511074105;219599.21626390144;36273.410210700844;218506.04377097572;28248.944456716854;25927.207094852936;26824.253891527715;264666.2510042935;18942.77485707148;861.1257317192044;22270.1295068533;13765.007990709877;26688.142111989262;1186.6032105456306;3210.800999508174;1770.9014523555525;4028.7054095570275;8909.20708198349;584.0068631387219;99445.103797787;9059.967499102775;7572.247546823004;48698.44710858708;1680.8630413834592;2726.368985110174;9581.827966427876;22796.40902069374;132310.87616263382;12611.836340213496;105253.64130913663;39737.35657727528;24294.441130050483;38726.450084109965;70089.3811454414;19955.432852114485;227918.09675759228;768.1402921789057;108379.57185729891;4551.277737159827;8628.647846508718;34392.761615187424;1589.7315797085391;1718.8333335459579;107104.5081550421;264178.2356237885;1206.949924093318;57850.96521366041;34598.47673133524;3583.655704332152;402.3683347144587;1039.3229058073496;132313.8300016852;1912269.1758454882;15905.764774997138;27518.364862427516;58987.93964900539;959.7875114729497;6345.7212285237765;5481.04103611397;432.8420481912855;3310.0205519424685
2020-07-01;31836;2580;14272;855;67197;26065;8001;17873;18112;27414;62424;61509;4606;1448753;141;5154;962;141;12592;106288;282043;84816;102009;3753;2831;999;12046;12994;712;33387;58257;69814;1989;7236;202981;931;195893;3432;4157;1825;604641;57770;230211;51524;25477;26257;240760;18838;1133;41065;12904;46940;1121;1788;1818;4345;8640;671;231770;16898;12636;50545;1530;6454;8896;41194;217809;34463;288477;38511;34775;42454;97003;27296;653479;698;194225;6925;14836;44122;1687;1613;159333;249659;2054;68608;31851;3173;130;1175;201098;2687588;45924;49069;285279;943;8781;6062;355;2758;16151.077395773236;2367.1311447683997;12150.098095127712;909.5853820711532;31137.459943731053;3111.8777590952595;10552.063121440227;18996.612124254738;11642.579173793434;20293.30323850407;33633.190838546965;60787.4484435973;4670.885511016374;614926.6152263657;145.76326288045868;5353.8549328958725;557.9636481393505;173.5037876194005;7603.694306984024;89640.54220584349;160038.40628998404;86084.50765503722;38732.52805460936;3706.180442520284;2766.3858679813916;1021.2144654136887;10566.822322326749;13266.497304085471;712.0004446437538;12002.057526546203;44270.87021989993;45925.43539363656;778.5136136932333;7728.473960432984;188540.32117877307;826.4123741731851;31730.88479744063;3475.5657878554657;3173.8217897918553;2064.4089449369044;233570.10799805628;37715.87316000939;222232.89392794346;29252.47072493342;26399.006288059845;27683.8655324763;266195.42580936174;19439.69112059069;876.6806448978544;23503.86068294702;13824.220084314742;27844.365197926243;1200.5961758718897;3294.084179242367;1801.3420980116732;4085.71970348227;8995.436488503005;594.9313877656431;104898.01564828247;9435.372054685115;7884.745816462688;49488.16742859493;1702.4648914977627;2728.55745936007;9646.284155879166;24042.661395879863;137830.4518278608;12706.715699126828;110918.37579917887;41364.861118307126;25046.751404966093;39567.931682783776;72642.60555055676;20662.089830221856;241564.8474268873;771.4484422146656;113427.14972596081;4717.665904084886;8636.011243895211;35485.9940364781;1619.8453565705258;1738.4962145669795;113186.81816331393;268114.3507465735;1236.3005747129273;59172.85175151621;34895.40198532928;3607.612920055699;410.8471998870241;1065.1310193264196;137242.7217741049;1946705.9099302609;16737.194409848213;28729.523253093634;55906.935983982796;972.8143928441444;6649.40883656609;5716.192053359425;438.66946988703;3443.53015139444
2020-07-02;32022;2662;14657;855;69941;26658;8066;17941;18684;27837;62698;61598;4788;1496858;141;5315;967;141;12592;106643;284541;84830;106110;4023;2912;999;12178;13015;712;34197;59468;71299;1990;7241;203640;939;196370;3458;4166;1830;625544;59394;232863;53708;25489;27047;240961;19055;1136;42574;12967;47859;1122;1796;1825;4395;8643;671;238511;17150;12969;50623;1530;6625;8902;42555;221896;35237;292004;38805;35146;42782;97897;27746;660231;698;197608;7054;15195;44310;1700;1634;168061;250103;2066;69297;31967;3179;130;1178;202284;2742049;46821;49469;285285;947;9078;6273;355;3080;16970.559139441557;2438.4750605006698;12593.145146414265;919.9151319344554;32201.304662106508;3059.215201431173;10734.201625347443;19204.585502592687;12169.949559793145;20977.129055734924;35311.37754526974;61879.64453697574;4825.738122671242;649709.1447898027;144.41223666446274;5509.943994036967;568.6358995836648;174.74508970530806;7940.972689286736;92158.76351927138;167313.3237668459;86131.79410839883;40211.99147666195;3763.0621850227662;2830.151642436232;1036.601590336935;10772.783774037609;13437.062937630732;712.0004343619343;12151.475699048959;45736.88563050113;47772.1049031609;750.6275249021658;7820.084945529388;191807.85883622663;843.4761365949125;30080.257349838932;3535.1681004084166;3252.3090505119967;2073.505546773189;248401.38708964206;39208.07732941342;225974.30222194304;30269.946040400515;26862.956470611272;28567.57250547517;267667.4561642787;19947.54212573559;892.4395861857042;24796.84954232998;13883.68686623494;29038.50612020664;1214.3739320897212;3379.527495690765;1831.769235154832;4143.268030751922;9079.850284827524;606.0568045320375;110618.45382525073;9823.52237515917;8209.495852342907;50275.92511912234;1723.4101712734318;2728.0829527990786;9709.288295581804;25344.6276601669;143501.54303090656;12788.5901376248;116854.18969875261;43043.469384289405;25815.073319642524;40410.70281463577;75233.12288165324;21390.005459974545;255911.17935829895;774.5671916599981;118650.16409947888;4888.519245006394;8632.952896516346;36592.05918726097;1650.3694392496739;1758.2373805582768;119576.90906208738;272042.16338569496;1266.2195027420062;60496.888042416256;35187.90836246881;3630.5537564022165;419.5047350097334;1091.5030504941108;142275.89064823807;1979862.9047995505;17608.735160340922;29977.952012688947;52954.979378180666;985.875873103792;6966.2527797547855;5960.894410828832;444.57459860153426;3582.0387201266644
2020-07-03;32324;2752;15070;855;72786;27320;8260;18050;19267;28410;62997;61727;4962;1539081;141;5497;980;141;12592;106962;288089;84838;109505;4311;3008;999;12319;13032;712;35148;60657;72711;1991;7242;204222;943;196780;3486;4172;1830;648315;60695;235429;56020;25498;28055;241184;19185;1147;45719;13030;48672;1122;1830;1828;4447;8648;672;245251;17445;13288;50698;1530;6787;8921;43929;221896;35995;295599;40336;35405;43156;98653;28166;666941;698;201801;7164;15504;44479;1720;1650;177124;250545;2069;69996;32101;3180;130;1181;203456;2795361;47705;50141;285787;952;9396;6537;355;3334;17819.65164875432;2511.6543839536325;13049.108413738428;930.0960595633561;33277.27803459562;3004.3987308791966;10918.797382852337;19411.611772841366;12715.733582483208;21675.949999727403;37044.402257759;62966.36882488741;4984.972931939954;686254.8151360858;143.03709394227556;5669.446688978598;579.493768424859;175.99504122566435;8288.887981500353;94689.32867133066;174816.82212326597;86179.10551407405;41716.36464256868;3818.2272996062484;2895.293522189757;1051.9122709740006;10981.618030093858;13605.997200913504;712.000423792231;12288.809369878454;47234.403176706786;49665.80671600535;723.3932718005985;7909.328432078097;195083.17594258866;860.6753906605104;28506.463286640417;3595.792528319257;3331.7359606598266;2082.2044904317713;264142.26769001025;40751.08736979849;229728.0785873394;31299.60971967824;27318.085885239307;29475.81563866298;269081.00370288757;20466.449130546545;908.4020806098443;26150.862332465276;13943.409431814045;30270.647821227758;1227.9210990161996;3467.1869734931315;1862.155691077224;4201.346575314373;9162.357657155137;617.3866761891863;116615.87253436328;10224.599172380307;8546.92266337914;51060.9982007051;1743.6567645320868;2724.9504026205477;9770.795115838033;26703.329166614723;149320.71642516452;12857.136775051682;123070.1995859983;44773.368231793334;26599.23106937523;41253.728704423775;77856.58384815621;22139.532428752696;270977.80992124125;777.4938523891079;124048.54036115143;5063.824244875843;8619.500554420094;37709.35523733171;1681.3025344516982;1778.0527659577538;126285.81450264002;275958.6942572431;1296.7099127611305;61821.28952854636;35475.777390656105;3652.4494703005857;428.3447050275877;1118.4472492963082;147408.51890470207;2011626.304430017;18521.953060603228;31263.203199812582;50130.32851707169;998.9667210942455;7296.683326364542;6215.488042983862;450.55845014801696;3725.700843943925
