Date;Afghanistan;Albania;Algeria;Andorra;Argentina;Armenia;Australia;Austria;Azerbaijan;Bahrain;Belarus;Belgium;Bosnia and Herzegovina;Brazil;Brunei;Bulgaria;Burkina Faso;Cambodia;Cameroon;Canada;Chile;China;Colombia;Costa Rica;Croatia;Cyprus;Czechia;Denmark;Diamond Princess;Dominican Republic;Ecuador;Egypt;Estonia;Finland;France;Georgia;Germany;Greece;Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Israel;Italy;Japan;Jordan;Kazakhstan;Korea, South;Kuwait;Latvia;Lebanon;Lithuania;Luxembourg;Malaysia;Malta;Mexico;Moldova;Morocco;Netherlands;New Zealand;North Macedonia;Norway;Oman;Pakistan;Panama;Peru;Philippines;Poland;Portugal;Qatar;Romania;Russia;San Marino;Saudi Arabia;Senegal;Serbia;Singapore;Slovakia;Slovenia;South Africa;Spain;Sri Lanka;Sweden;Switzerland;Thailand;Trinidad and Tobago;Tunisia;Turkey;US;Ukraine;United Arab Emirates;United Kingdom;Uruguay;Uzbekistan;Venezuela;Vietnam;West Bank and Gaza;Afghanistan_SIR;Albania_SIR;Algeria_SIR;Andorra_SIR;Argentina_SIR;Armenia_SIR;Australia_SIR;Austria_SIR;Azerbaijan_SIR;Bahrain_SIR;Belarus_SIR;Belgium_SIR;Bosnia and Herzegovina_SIR;Brazil_SIR;Brunei_SIR;Bulgaria_SIR;Burkina Faso_SIR;Cambodia_SIR;Cameroon_SIR;Canada_SIR;Chile_SIR;China_SIR;Colombia_SIR;Costa Rica_SIR;Croatia_SIR;Cyprus_SIR;Czechia_SIR;Denmark_SIR;Diamond Princess_SIR;Dominican Republic_SIR;Ecuador_SIR;Egypt_SIR;Estonia_SIR;Finland_SIR;France_SIR;Georgia_SIR;Germany_SIR;Greece_SIR;Hungary_SIR;Iceland_SIR;India_SIR;Indonesia_SIR;Iran_SIR;Iraq_SIR;Ireland_SIR;Israel_SIR;Italy_SIR;Japan_SIR;Jordan_SIR;Kazakhstan_SIR;Korea, South_SIR;Kuwait_SIR;Latvia_SIR;Lebanon_SIR;Lithuania_SIR;Luxembourg_SIR;Malaysia_SIR;Malta_SIR;Mexico_SIR;Moldova_SIR;Morocco_SIR;Netherlands_SIR;New Zealand_SIR;North Macedonia_SIR;Norway_SIR;Oman_SIR;Pakistan_SIR;Panama_SIR;Peru_SIR;Philippines_SIR;Poland_SIR;Portugal_SIR;Qatar_SIR;Romania_SIR;Russia_SIR;San Marino_SIR;Saudi Arabia_SIR;Senegal_SIR;Serbia_SIR;Singapore_SIR;Slovakia_SIR;Slovenia_SIR;South Africa_SIR;Spain_SIR;Sri Lanka_SIR;Sweden_SIR;Switzerland_SIR;Thailand_SIR;Trinidad and Tobago_SIR;Tunisia_SIR;Turkey_SIR;US_SIR;Ukraine_SIR;United Arab Emirates_SIR;United Kingdom_SIR;Uruguay_SIR;Uzbekistan_SIR;Venezuela_SIR;Vietnam_SIR;West Bank and Gaza_SIR
2020-04-28;1828;750;3649;743;4127;1867;6744;15357;1717;2811;12208;47334;1585;73235;138;1399;638;122;1705;51150;16044;83940;5949;705;2047;837;7504;9049;712;6416;24258;5042;1660;4740;169053;511;159912;2566;2649;1795;31324;9511;92584;1928;19877;15728;201505;13860;449;3027;10761;3440;836;717;1344;3741;5851;458;16752;3638;4252;38612;1474;1421;7660;2131;15525;6021;31190;7958;12218;24322;11921;11616;93558;553;20077;823;8497;14951;1384;1408;4996;210773;619;20168;29264;2938;116;975;114653;1015518;9410;11380;168357;625;1939;329;270;343;386.05866759048274;305.6266597998389;946.1989715136053;280.4987446509723;1715.166532181506;1051.5295446238522;3219.879142922752;7243.6954722441815;459.94767643452843;1620.060770951054;767.3169747680199;11238.33006571894;489.54766861495955;14262.055517512445;145.4347972716693;672.2266056126932;158.6087269934014;109.68408582822285;292.5515133760932;7544.409275964053;5444.9777849853635;83109.52882858182;1681.103221911564;558.3364485543324;616.3888420223583;256.1103851231246;2657.2984261964143;3820.021059828229;712.0005037121981;1214.207817685192;3710.421332532934;2167.193968448314;1301.2726416814044;1890.1340799381805;44027.21317039771;159.8088173202353;133648.19040709842;1170.6135894606787;458.13280798141676;1062.99547889122;4141.291723539508;2567.0756901527056;55634.34494231133;1540.360669757522;3767.6916057234207;3213.728562803931;120965.80708738526;3261.6201832791053;247.2248404580808;555.5290018025373;10503.462074633713;1248.2900618178805;355.4752354326395;639.6694764562446;405.51890009698576;1504.6374289128348;3088.647004051104;180.2446170230172;2733.190414143835;533.104290563851;548.792305075698;11724.606021040638;351.7659270957307;554.4403689168834;4530.082953811196;536.8610121168256;6050.186852446626;1730.175616568892;3050.7027342882748;2244.3981994472315;2603.660493673606;5892.818905872721;3481.5877899588772;1851.526335418983;4123.060979313571;365.74030476976765;3947.264746845395;338.71904048343737;1316.3084704643468;2528.2482328382825;426.70298224236;736.2448812823363;2570.8709250794664;72859.74309215327;230.13321508710544;7869.750397490602;14753.379758134095;1393.4271330055296;108.15881987555775;202.9749013811892;7619.732963315967;188859.99077280515;546.9358051359847;1121.3564317680152;93986.67190873035;331.02865195204976;280.0629190999402;356.5366711851985;185.91021789622658;246.39671467528166
2020-04-29;1939;766;3848;743;4285;1932;6752;15402;1766;2921;13181;47859;1677;79685;138;1447;641;122;1832;52865;16564;83944;6207;713;2062;843;7579;9206;712;6652;24675;5268;1666;4906;166543;517;161539;2576;2727;1797;33062;9771;93657;2003;20253;15834;203591;14076;451;3138;10765;3740;849;721;1375;3769;5945;463;17799;3771;4321;38998;1476;1442;7710;2274;16817;6378;33931;8212;12640;24505;12564;11978;99399;563;21402;882;8724;15641;1391;1418;5350;212917;649;20966;29407;2947;116;980;117589;1043038;9866;11929;173807;630;2002;331;270;344;410.3877482423742;315.9227419243771;986.4292390722323;287.07973278754565;1802.9673278057135;1095.7706837106414;3283.241519250023;7375.556744518711;484.8373774353903;1690.0737178893373;816.6505403210779;11595.390537976662;507.7370590373477;15143.708044642783;146.77600835260165;695.6532253215926;161.83012526098523;110.47622752686907;308.64883725764525;7880.583091066255;5757.060471918755;83155.24313145153;1773.113394700055;579.5337040464378;631.2710978782426;262.79177948947563;2719.042290254641;3912.0890798866767;712.0005118626717;1272.7788600251442;3867.539989921234;2280.2007118471574;1334.657976766969;1944.5073589817673;45191.8102863736;164.45489757638222;137085.6644663892;1190.6884119021056;473.63174849206973;1079.1930941918583;4412.4445838424135;2680.6908687367118;57026.678935371485;1620.3291684983915;3911.0421561317726;3327.2975861259074;123103.32581720597;3357.7022466190742;252.4801798766078;589.9157462957112;10548.64504408739;1313.531612146824;364.11470108146324;656.2620951635472;416.71341897791723;1530.050755878227;3156.605627997057;183.65493000868776;2897.071616812535;558.5961628083866;572.4300993613789;12040.91455417866;363.1829774075868;577.0403008531406;4602.500423590343;570.8927950275672;6373.038379994772;1808.6574034355313;3231.0864067657276;2354.2180275214023;2703.9690981495323;6098.952636084894;3668.660602017;1925.2987727848345;4401.274131497326;372.27891837298256;4170.689925862081;353.7814272541281;1378.0649073899597;2646.794761844661;436.2846533559495;747.3632424058663;2731.0308870122535;74637.0209473281;236.5709359663453;8161.329140599238;15008.33977169789;1422.9206291777186;110.43798620910533;208.47096379893796;8000.756218623092;197720.4843246509;577.4904126101903;1183.0981859387568;98491.10777763855;337.4577089661176;294.5836925777516;372.54870252290596;188.42656379143997;256.95317035136145
2020-04-30;2171;773;4006;745;4428;2066;6766;15452;1804;3040;14027;48519;1757;87187;138;1506;645;122;1832;54457;17702;83956;6507;719;2076;850;7682;9356;712;6972;24934;5537;1689;4995;167299;539;163009;2591;2775;1797;34863;10118;94640;2085;20612;15946;205463;14284;453;3402;10774;4024;858;725;1385;3784;6002;465;19224;3897;4423;39512;1479;1465;7738;2348;18114;6532;36976;8488;12877;25045;13409;12240;106498;569;22753;933;9009;16169;1396;1429;5647;213435;663;21601;29586;2954;116;994;120204;1072667;10406;12481;178771;643;2039;333;270;344;436.24287272341184;326.5603306837401;1028.3498837687525;293.78676057072613;1895.184215164335;1141.433500212413;3347.7859772734987;7509.326739225962;511.0650722144388;1763.0566524407839;869.1397726974808;11962.85598565316;526.5938293049518;16079.74921650583;148.09020855338014;719.8778137137926;165.11544837203363;111.27399768434624;325.6252444355467;8231.288292780173;6086.90244016104;83200.98162664416;1870.0959681660886;601.47140856789;646.5079841997389;269.6270667095255;2782.1469572498986;4006.0375898992725;712.0005197250134;1334.011058869282;4031.185824032455;2399.0366684911523;1367.6515074107533;2000.2209791736243;46384.391654307365;169.22767384981097;140390.79799549858;1211.1074966948188;489.6333964508804;1095.510653312165;4701.341107896497;2799.2956848605454;58450.51384232381;1704.3804804173744;4059.4569534870343;3444.8291429613455;125263.5986637147;3456.551615586606;257.8408108806037;626.4251688475025;10594.022366050027;1382.1546972344997;372.92810204374564;673.2851118751564;428.18749388199143;1555.8538857963802;3225.7251574892553;187.12943656527767;3070.754745649146;585.2968708140525;597.0826156701625;12364.842878333757;374.92655685897347;600.4316118983113;4675.629928829188;607.0746109286845;6712.9455860656635;1890.3919751159433;3422.1065635453024;2469.360223505418;2808.0556725353463;6311.871369950558;3865.625508588072;2001.977418000618;4698.22050168344;378.8797967071592;4406.678019905219;369.5043826041339;1442.4276109380378;2770.7699677617284;446.0697540555241;758.6219901265013;2901.1461657676527;76452.17136534644;243.18338543847372;8463.142363984403;15266.455573793926;1452.8516256471005;112.765180018938;214.11288455544576;8400.553519101955;206975.02437039025;609.7479337471987;1248.2112369026095;103088.22672141728;343.9942755435821;309.8546183497599;389.2775394639346;190.97683098268178;267.9597304941314
2020-05-01;2335;782;4154;745;4532;2148;6778;15531;1854;3170;14917;49032;1781;92202;138;1555;649;122;1832;56343;18687;83959;7006;725;2085;857;7737;9509;712;7288;26336;5895;1694;5051;167305;566;164077;2612;2863;1798;37257;10551;95646;2153;20833;16101;207428;14558;459;3597;10780;4377;870;729;1399;3802;6071;467;20739;3980;4569;39989;1485;1494;7783;2447;19103;6720;40459;8772;13105;25351;14096;12567;114431;580;24097;1024;9009;17101;1403;1434;5951;215216;690;22133;29705;2960;116;998;122392;1106829;10861;13038;183501;648;2086;335;270;353;463.71883048128416;337.5503846717182;1072.0301756322795;300.6208028129962;1992.0310152854554;1188.5224527786688;3413.531937592478;7645.013435318677;538.701696476869;1839.1306177288636;924.9843787163699;12340.967081033226;546.1418228318325;17073.51975716212;149.37611051970757;744.9262337797875;168.46590258302578;112.077434942407;343.5279875316883;8597.11176447718;6435.499175648866;83246.74432589344;1972.3124898613996;624.1702945580805;662.1077211227505;276.61865861734054;2846.6388732723767;4101.887456376075;712.0005272992315;1398.0087398902308;4201.619022014079;2523.995710226774;1400.1523403489634;2057.294150230832;47605.47298712852;174.13009376544773;143544.84374527776;1231.8767475552118;506.15254455182077;1111.9442934413494;5009.14101922228;2923.105744216426;59906.38632600063;1792.715684779978;4213.083898532598;3566.457818575563;127446.24228961737;3558.244185296489;263.30856006096315;665.1875558689829;10639.594876416724;1454.3315430983002;381.9170366273344;690.7496906290128;439.9463924096365;1582.051406954641;3296.0090834590906;190.66933236107377;3254.8230596713856;613.2627436067274;622.7931131905633;12696.522459090012;387.0029554542074;624.6306257162406;4749.4616756887535;645.5413430002036;7070.790533693926;1975.4847617091662;3624.38681620852;2590.077582808713;2916.0556572056757;6531.767458413057;4072.9878944235033;2081.674049382044;5015.15590213101;385.5412112562981;4655.925683959371;385.91603197159964;1509.477563383034;2900.409894101166;456.06205829217845;770.0219991533468;3081.832702960701;78305.71774387079;249.97499789544383;8775.505609857615;15527.71645927105;1483.2175499726077;115.14141332023263;219.90437049632743;8820.021167532464;216639.0209743126;643.8028157072499;1316.8764688251024;107765.30339583516;350.6394270442866;325.9141596009218;406.75506027656513;193.56147297917772;279.4353964087538
2020-05-02;2469;789;4295;747;4681;2273;6799;15558;1894;3284;15828;49517;1839;97100;138;1594;652;122;2077;57926;21213;83959;7285;733;2088;864;7755;9605;712;7578;27464;6193;1699;5176;168518;582;164967;2620;2942;1798;39699;10843;96448;2219;21176;16185;209328;14861;460;3857;10793;4619;871;733;1406;3812;6176;468;22088;4052;4729;40434;1487;1506;7809;2483;20084;7090;42534;8928;13375;25190;14872;12732;124054;580;25459;1115;9362;17548;1407;1439;6336;216582;705;22432;29817;2966;116;1009;124375;1136024;11411;13599;186731;652;2118;345;270;353;492.916177911428;348.9041881809816;1117.5420693509673;307.5827620967909;2093.7310199996336;1237.0375784446298;3480.49903067354;7782.623972794889;567.821836203815;1918.421150643658;984.3964172397493;12729.965836919768;566.4056861309023;18128.563764542254;150.6324378604397;770.8250919844073;171.88271427573287;112.88657818878228;362.4067735280782;8978.660190980523;6803.9001821598695;83292.53124093752;2080.037448228544;647.6512536501791;678.0787079033769;283.7689413965703;2912.5448271061955;4199.658798514844;712.0005345853359;1464.8786414655617;4379.109187779127;2655.385786409456;1432.0569577142296;2115.745448316618;48855.57056669075;179.16514249787036;146529.2902248559;1253.0021695513299;523.2043134571368;1128.4899581518666;5337.079659890787;3052.3456516008328;61394.83262566763;1885.5449679506396;4372.072699140017;3692.322501959021;129650.84248278348;3662.8577040880396;268.8852729617461;706.3410969451593;10685.363414673991;1530.2428198067535;391.083007928442;708.667285093817;451.9953751335705;1608.647912645901;3367.459994811065;194.27583484664012;3449.8941507836394;642.5526373863167;649.6066687040376;13036.083944365198;399.4183634061938;649.6529411812762;4823.985113765145;686.4362132344547;7447.4988092531385;2064.0417052223906;3838.586904515471;2716.634388715389;3028.108797709875;6758.83644909746;4291.277002465203;2164.504523867456;5353.419567839026;392.26132301128655;4919.167068612636;403.04562120103526;1579.2952757651096;3035.9596322485463;466.2653842092872;781.5641179977194;3273.7441733576256;80198.17466256146;256.95030234350696;9098.74070501005;15792.109304306156;1514.0152979966022;117.56771954934328;225.84921366559067;9260.09529632722;226728.27371393557;679.754690896609;1389.28410783188;112507.87090667481;357.3942169665841;342.8027206909432;425.01454144205877;196.18094925506557;291.399954868063
2020-05-03;2704;795;4474;748;4783;2386;6822;15597;1932;3383;16705;49906;1857;101826;138;1618;662;122;2077;60504;22441;83964;7668;739;2096;872;7781;9721;712;7954;29538;6465;1700;5254;168925;589;165664;2626;2998;1799;42505;11192;97424;2296;21506;16208;210717;15061;461;3920;10801;4983;879;737;1410;3824;6298;477;23471;4121;4903;40769;1487;1511;7847;2568;20941;7090;45928;9223;13693;25282;15551;13163;134687;582;27011;1182;9464;18205;1408;1439;6783;217466;718;22693;29905;2969;116;1013;126045;1161611;11913;14163;189708;655;2149;357;271;353;523.9415725037655;360.63335985635115;1164.9602959164774;314.67346386170357;2200.5173187663604;1286.9740881778444;3548.707092649311;7922.164616513635;598.5039033685747;2001.058409208079;1047.6010261508861;13130.095226964639;587.4108919510622;19248.640843699213;151.85792686780556;797.6017502527908;175.36713014635433;113.70146655851563;382.3138817327649;9376.560501000507;7193.211694554939;83338.34238351908;2193.5588248207805;671.9352992670568;694.4295263643874;291.0802663902954;2979.8919460383413;4299.37091899963;712.0005415833303;1534.7297411706309;4563.935581054454;2793.529530169807;1463.2597916300438;2175.592743473028;50135.20049929621;184.33584079618547;149326.07386789774;1274.4898706489168;540.8041494531458;1145.1433959157532;5686.472895743328;3187.2493570071238;62916.387916389795;1983.0879551884143;4536.574636722214;3822.5665034898175;131876.95349406215;3770.471800857842;274.5728137094168;750.0323492570682;10731.328823914422;1610.0780191692102;400.42741746767996;727.0496457645654;464.3396914586972;1635.6479979151088;3440.079530950038;197.95018363357227;3656.621915899872;673.2280389338677;677.5702506528253;13383.656934076793;412.17885267696107;675.5133153955038;4899.188920613019;729.9112791903224;7844.04145701616;2156.1689601994613;4065.4047385075114;2849.306884744189;3144.359243597372;6993.27691845068;4521.046852277815;2250.5889073993867;5714.43955990457;399.0381816243825;5197.175703371917;420.9235533912149;1651.960404894947;3177.673538510106;476.68359331551295;793.2491671505452;3477.5742635909073;82130.04803209876;264.11392369430035;9433.17562412736;16059.618482879443;1545.2412110102066;120.04515387031094;231.95129272397227;9721.753309342272;237258.96583084032;717.7086542577526;1465.6341646125927;117299.7009812397;364.2596765715352;360.56274181229145;444.0907171896878;198.8357253257867;303.8740090983943
2020-05-04;2894;803;4648;750;4887;2507;6847;15621;1984;3533;17489;50267;1926;108620;138;1652;672;122;2104;61957;23421;83966;7973;742;2101;874;7819;9868;712;8235;31881;6813;1703;5327;169583;593;166152;2632;3035;1799;46437;11587;98647;2346;21772;16246;211938;15229;465;4049;10804;5278;896;740;1419;3828;6353;480;24905;4248;5053;40968;1486;1518;7904;2637;22049;7197;47372;9485;14006;25524;16191;13512;145268;582;28656;1271;9557;18778;1413;1439;7220;218011;751;23169;29981;2987;116;1018;127659;1184086;12331;14730;193091;657;2189;357;271;362;556.9081253609655;372.74986063176306;1214.3624543352396;321.89365144622076;2312.6331316381047;1338.3219262400173;3618.1761666745615;8063.640694379803;630.8303180665038;2087.1772963533253;1114.8371852324858;13541.598784628966;609.1837624957208;20437.738901488618;153.05132931767093;825.2843443111208;178.92041757361199;114.52213943386126;403.3042852541753;9791.460089773102;7604.599503831314;83384.17776538522;2313.1786589599965;697.0435261033816;711.1689442651086;298.5549474270617;3048.7076826365615;4401.042237927263;712.0005482932185;1607.6731230420125;4756.387388211613;2938.764866523003;1493.6538138573871;2236.853120707271;51444.878107379605;189.64524297362686;151917.79908412095;1296.3460635303477;558.9678268623704;1161.9001594539334;6058.722315041136;3328.0605051414022;64471.58564914826;2085.5740426782395;4706.74237886632;3957.337679293002;134124.09753662636;3881.1680055104;280.37306449148264;796.4167318665537;10777.491950851389;1694.0358491635893;409.95155723216374;745.9088279693939;476.9845735456546;1663.0562542101209;3513.8683353889314;201.6936408961553;3875.6986517842943;705.3531728976618;706.7327961847508;13739.3697175031;425.2903520958898;702.2255315120965;4975.060992633602;776.1279625908812;8261.436948328144;2251.9724973849866;4305.578535844182;2988.3837536973774;3264.955640749304;7235.290291010139;4762.877125683355;2340.051605840277;6099.738561237687;405.86972342357393;5490.766456983769;439.58142733801935;1727.5513329414919;3325.8154598415795;487.3205898727107;805.0779379919519;3694.0590544459346;84101.83269645658;271.47058355433126;9779.144370918864;16330.225787893143;1576.8910572783054;122.57479367350456;238.21457441649244;10206.015369101888;248247.64680977198;757.7755579752509;1546.1368880142945;122122.81292065406;371.23681257462374;379.2387981346754;464.01984168823526;201.5262727935674;316.8790108730632
2020-05-05;3224;820;4838;751;5020;2619;6875;15650;2060;3720;18350;50509;1946;115455;138;1704;688;122;2104;63215;24794;83968;8613;755;2112;878;7896;10019;712;8480;31881;7201;1711;5412;170687;604;167007;2642;3065;1799;49400;12071;99970;2431;21983;16289;213013;15354;471;4205;10806;5804;896;741;1423;3840;6383;482;26025;4363;5219;41286;1488;1526;7955;2735;24073;7523;51189;9684;14431;25702;17142;13837;155370;589;30251;1329;9677;19410;1421;1445;7572;219329;771;23826;30009;2988;116;1022;129491;1208271;12697;15192;196780;670;2207;361;271;371;591.9357716614908;385.2660013394371;1265.8291047054017;329.2439808976045;2430.332121151735;1391.0653520345245;3688.926498674874;8207.056561120538;664.8876977520639;2176.9175891625355;1186.3585182368856;13964.720307049427;631.7514938244325;21700.087791830658;154.21141506565087;853.9017969358482;182.54386478755853;115.34863644624767;425.4357778775762;10224.026951602369;8039.291914828889;83430.03739828758;2439.21360624893;722.9970591473774;728.305918622822;306.19525610521606;3119.0198151703703;4504.690226721364;712.000554715004;1683.8217808995569;4956.763977121325;3091.445619976613;1523.1312254383527;2299.5427982865926;52785.117325630985;195.09643541980495;154287.9566946512;1318.5770673772263;577.7114446239867;1178.755601479224;6455.32081900773;3475.032808657727;66060.95677087137;2193.242711241052;4882.729683302429;4096.788552120604;136391.76394118834;3995.029796657224;286.28792511844597;845.6590468617799;10823.853645833713;1782.324638856926;419.6566019092677;765.257199757499;489.93522090389655;1690.8772710574308;3588.826002402924;205.50749173947312;4107.857237992357;738.9951117522752;737.1452906300931;14103.34904312524;438.75862610721106;729.8022614764002;5051.588418846208;825.257604471733;8700.753171482645;2351.557707106752;4559.889095378673;3134.166611574293;3390.0512163540593;7485.080738982633;5017.374098981885;2433.021502022306;6510.939985683463;412.7537695326823;5800.7975888656965;459.0520762207218;1806.1447047281392;3480.658941073208;498.1803199112452;817.0511914195059;3923.9795550352023;86114.01261015658;279.02510048287877;10136.986669446898;16603.91037977923;1608.9600100153104;125.15773905440425;244.6431145568532;10713.945914548482;259711.20971962588;800.0723187204305;1631.0132379874644;126957.50725779973;378.32660466935;398.8777027925941;484.8397531918593;204.25306943753364;330.437293736598
2020-05-06;3392;832;4997;751;5208;2782;6894;15684;2127;3934;19255;50781;1987;126611;139;1778;729;122;2265;64694;25826;83970;8959;761;2119;883;7974;10136;712;8807;31881;7588;1713;5573;174224;610;168162;2663;3111;1799;52987;12438;101650;2480;22248;16310;214457;15455;473;4422;10810;6289;900;750;1428;3851;6428;484;27634;4476;5408;41518;1489;1539;7996;2903;24644;7731;54817;10004;14740;26182;17972;14107;165929;608;31938;1433;9791;20198;1429;1448;7808;220325;797;24572;30060;2989;116;1025;131744;1233527;13184;15738;200616;673;2233;379;271;374;629.1516591883466;398.1944504138214;1319.443865684184;336.72501565713975;2553.87871385407;1445.1824881810585;3760.978534314777;8352.415573355203;700.7670552187316;2270.42406336493;1262.4341349584897;14399.703400735129;655.1421802476734;23040.17357986513;155.33697486648532;883.4838273068389;186.23878109691273;116.18099747753251;448.7691063180651;10674.95004692749;8498.582787709369;83475.9212939822;2571.9955290117023;749.8170036885253;745.8495990774519;314.0034148316517;3190.856443874897;4610.331354952577;712.0005608486906;1763.2903730920236;5165.37513552768;3251.942179783605;1551.5841526400293;2363.6770442249644;54156.42991256846;200.6925340542395;156421.1407709672;1341.1893097703096;597.0514194166062;1195.7048737381176;6877.858490079893;3628.4304267749512;67685.02898439064;2306.3438636201718;5064.691120557006;4241.076432272793;138679.4084926175;4112.142626936476;292.31931252203293;897.934025991006;10870.414762860355;1875.1627484252192;429.5436010404472;785.1074499450609;503.19679778445806;1719.1156333104166;3664.9510263659477;209.39304459614627;4353.873456097868;774.2238890687861;768.8608502737766;14475.71984138227;452.58925036262934;758.2549209623177;5128.757466831536;877.48205029818;9163.109570590592;2455.0289471853152;4829.16217273642;3286.9705255729564;3519.803859442124;7742.854958769551;5285.171584074552;2529.632094871999;6949.774486224252;419.68802505244673;6128.172868870137;479.3696056894165;1887.8149207367296;3642.4874130038706;509.2667697928642;829.1696569144686;4168.164385376301;88167.0583094466;286.78239132699474;10507.047702074038;16880.648668150792;1641.4426276312104;127.79511329366055;251.24105965353286;11246.65512756193;271666.8772991523;844.7222392998926;1720.4953790459888;131782.4359456916;385.5300033401271;419.5286148074655;506.58994084178846;207.016599321878;344.5721073482056
2020-05-07;3563;842;5182;752;5371;2884;6913;15752;2204;4199;20168;51420;2027;135773;141;1829;736;122;2267;66201;27359;83975;9456;765;2125;889;8031;10281;712;9095;30298;7981;1720;5673;174918;615;169430;2678;3150;1801;56351;12776;103135;2543;22385;16381;215858;15553;494;4578;10822;6567;909;784;1433;3859;6467;486;29616;4605;5548;41973;1490;1572;8034;2958;26435;7868;58526;10343;15047;26715;18890;14499;177160;622;33731;1492;9848;20939;1445;1449;8232;221447;824;25359;30126;2992;116;1026;133721;1261409;13691;16240;204387;684;2298;381;288;375;668.6905561979802;411.54824306500745;1375.2935111554611;344.3372212432646;2683.5484316377015;1500.6448894802131;3834.3529145662214;8499.720033347427;738.5640022692953;2367.8466129623307;1343.3495149298365;14846.790950910094;679.3848385325362;24462.75371030737;156.42682306978912;914.0609666482793;190.0064970593546;117.01926266124745;473.36810509945076;11144.939318955167;8983.834696755703;83521.82946422965;2711.872087298283;777.5243893645318;763.8093316071677;321.98159083245764;3264.2459824229645;4717.980983426744;712.000566694282;1846.1950107206017;5382.541305489003;3420.6421576437842;1578.905400871009;2429.2700890528067;55559.32451566793;206.43668150322912;158303.25650312024;1364.1893286781674;617.0044862387904;1212.742926737026;7328.028909855458;3788.5283500082796;69344.3260232431;2425.1381556477645;5252.7817865594625;4390.363539041546;140986.45300304593;4232.593951070148;298.4691601719406;953.4269119422996;10917.17615959518;1972.779006661314;439.6134708081121;805.472596443335;516.7744221753301;1747.775916361606;3742.2407509731897;213.3516316282639;4614.568434449386;811.1126173687164;801.9348083067582;14856.604920130148;466.78758587491444;787.5935130058168;5206.553570176885;932.9942691781212;9649.679281908346;2562.4890264524092;5114.270979148906;3447.1245333659936;3654.376213110004;8008.821900324962;5566.931802270055;2630.0216382792296;7418.0868671674925;426.6700788285725;6473.843775008352;500.5694337146674;1972.633585402569;3811.5943925017777;520.5839648858932;841.4340305939094;4427.492586063211;90261.42687331776;294.74747196954587;10889.677914860027;17160.414224849355;1674.3328304086067;130.48806334295568;258.0126486344029;11805.300425401892;284132.16922318435;891.855350271684;1814.8271797643322;136574.70724056114;392.8479284321076;441.24315224369093;529.3116144283712;209.81735285568575;359.3076530086691
2020-05-08;3778;850;5369;752;5611;3029;6918;15774;2279;4444;21101;52011;2070;146894;141;1872;744;122;2267;67674;28750;83976;10051;773;2161;891;8077;10416;712;9376;28818;8476;1725;5738;176202;623;170588;2691;3178;1801;59695;13112;104691;2603;22541;16436;217185;15640;508;4834;10840;7208;928;796;1436;3871;6535;489;31522;4728;5711;42292;1492;1586;8070;3112;28736;8070;61847;10463;15366;27268;20201;14811;187859;623;35432;1551;9943;21707;1455;1450;8895;222857;835;26059;30207;3000;116;1030;135569;1288587;14195;16793;207439;694;2325;388;288;375;710.6952792626462;425.34078920273004;1433.4680668614053;352.08095989237813;2819.6281846852753;1557.4171112368629;3909.0704643021027;8648.971132415401;778.3789594910683;2469.3403753897205;1429.4074302226416;15306.224741249545;704.5094328128939;25972.87303049236;157.47979871316326;945.6645728164686;193.84836457365327;117.86347238384278;499.29983595689;11634.725709852122;9496.482243926755;83567.76192079498;2859.207314613028;806.1401112057235;782.1946619623872;330.1318898605043;3339.217147606184;4827.653296128972;712.000572251782;1932.6529086910548;5608.593846947267;3597.951031428098;1604.9892498381898;2496.33503311498;56994.30601849224;212.3320452636776;159921.71508634908;1387.5837740579962;637.5876933114371;1229.8645096816845;7807.635836737596;3955.612801757994;71039.36677075017;2549.897295893536;5447.1569074742365;4544.817134130062;143312.28470373186;4356.473235139232;304.73941716667053;1012.3340669366042;10964.138697451237;2075.4131567706863;449.8669855841031;826.3659949613011;530.6731527067949;1776.8626830016542;3820.6913269056013;217.38460914794868;4890.811202826236;849.7376082272376;836.4248035727084;15246.124688288177;481.35875145082656;817.826467231258;5284.961319738777;991.9990024844537;10161.691250244156;2674.038689761587;5416.138827219398;3614.972167073324;3793.935751147015;8283.192615172558;5863.346312127836;2734.3332818019335;7917.843380476745;433.697401328549;6838.811801131086;522.6883302054938;2060.6689099768855;3988.2836458008796;532.1359689947855;853.8449737660023;4702.896614050869;92397.5596145336;302.92545767084323;11285.232593965302;17443.177702487425;1707.6238787008137;133.2377603018929;264.9622141143879;12391.088039119242;297124.87155260745;941.608765619201;1914.2647293990576;141310.02519695737;400.2812665816685;464.07550920529883;553.0477764960496;212.65582687232012;374.6691203720904
